latitude,longitude,facility_type,category,stack_height,emission_weight,source,name
28.78947287446613,77.04528621115304,industry,Light_Industry,30.0,5,Delhi,Sector 1
28.79771693462809,77.04998166091534,industry,Light_Industry,30.0,5,Delhi,Sector 2
28.78325502094288,77.05362527366599,industry,Light_Industry,30.0,5,Delhi,Sector 3
28.78988124113336,77.06067190565652,industry,Light_Industry,30.0,5,Delhi,Sector 4
28.82959791730769,77.10218542869573,industry,Light_Industry,30.0,5,Delhi,Narela Industrial Complex
28.824524862246022,77.08777019871718,industry,Light_Industry,30.0,5,Delhi,Sector G-1
28.674337149719577,77.30408265164515,industry,Light_Industry,30.0,5,Delhi,Factory Area
28.725866586133712,77.15980203166143,industry,Light_Industry,30.0,5,Delhi,Rajasthani Udyog Nagar
28.641569415497333,77.10492382774757,industry,Light_Industry,30.0,5,Delhi,Tilak Nagar Indl Area
28.682735762533863,77.08058995572496,industry,Light_Industry,30.0,5,Delhi,DSIIDC Indl Complex
28.68213871491427,77.08850794815658,industry,Light_Industry,30.0,5,Delhi,Udyog Vihar
28.69874256368228,77.18323909524125,industry,Light_Industry,30.0,5,Delhi,GT Karnal Road Industrial Area
28.647898625916667,77.2047579392309,industry,Light_Industry,30.0,5,Delhi,Flatted Factories
28.72831055340416,77.18897200403565,industry,Captive_Power,50.0,5,Delhi,
28.62348742506161,77.250560235544,industry,Captive_Power,50.0,5,Delhi,
28.577192898905704,77.21695985388618,industry,Captive_Power,50.0,5,Delhi,
28.709374588791587,77.24827678650719,industry,Captive_Power,50.0,5,Delhi,
28.6659119354216,77.31472240303339,industry,Captive_Power,50.0,5,Delhi,
28.585280999243764,77.21832394533399,industry,Captive_Power,50.0,5,Delhi,
28.620723180445182,77.30096144285538,industry,Light_Industry,30.0,5,Delhi,
28.600895776270395,77.30108035276723,industry,Light_Industry,30.0,5,Delhi,M.E.A. Stores
28.72760236886592,77.18554870179156,industry,Light_Industry,30.0,5,Delhi,
28.547757175057782,77.28401923465063,industry,Light_Industry,30.0,5,Delhi,Sewage Treatment Plant - Okhla
28.51013647624412,77.28828728887517,industry,Light_Industry,30.0,5,Delhi,Tughlakabad Inland Container Depot
28.616778517235257,77.2525598493115,power_plant,Thermal_Power,210.0,100,Delhi,Pragati-I Combined Cycle Gas Power Station
28.58776862693644,77.26536309524354,industry,Light_Industry,30.0,5,Delhi,
28.61922806646546,77.25025861668891,power_plant,Thermal_Power,210.0,100,Delhi,Indraprastha Gas Turbine Power Station
28.62404992513973,77.2499497061224,industry,Light_Industry,30.0,5,Delhi,
28.67754984863624,77.0223443076213,industry,Light_Industry,30.0,5,Delhi,
28.684703000776214,77.33074394362147,industry,Light_Industry,30.0,5,Delhi,Seemapuri Depot
28.68496565410849,77.11300214477941,industry,Light_Industry,30.0,5,Delhi,
28.676701202886544,77.12826795853013,industry,Light_Industry,30.0,5,Delhi,
28.685794538901728,77.09919873316733,industry,Light_Industry,30.0,5,Delhi,
28.680744293497423,77.14768042201825,industry,Light_Industry,30.0,5,Delhi,
28.69408528319898,77.15587989851915,industry,Light_Industry,30.0,5,Delhi,Wazirpur Depot
28.685939718376144,77.08927332781452,industry,Light_Industry,30.0,5,Delhi,
28.79665684557841,77.07165372068911,industry,Captive_Power,50.0,5,Delhi,Pragati-III Combined Cycle Power Plant
28.795635945984657,77.07213194579109,industry,Captive_Power,50.0,5,Delhi,
28.796891343118137,77.07076799319213,industry,Captive_Power,50.0,5,Delhi,
28.505027191062403,77.30778395546004,industry,Light_Industry,30.0,5,Delhi,Badarpur Thermal Power Station
28.62157192001981,77.28709771340736,industry,Light_Industry,30.0,5,Delhi,Mother Dairy
28.821130418079928,77.12607896676148,industry,Light_Industry,30.0,5,Delhi,All India Radio SW
28.51739211275904,77.28510093614396,industry,Light_Industry,30.0,5,Delhi,
28.5793172890036,77.23051819796828,industry,Light_Industry,30.0,5,Delhi,Kushak Nallah Bus Depot
28.77613461330462,77.12145954587379,industry,Light_Industry,30.0,5,Delhi,
28.794920186336764,77.14792746524721,industry,Light_Industry,30.0,5,Delhi,
28.776070846064297,77.14539728215159,industry,Light_Industry,30.0,5,Delhi,
28.80245985635885,77.12868151794262,industry,Light_Industry,30.0,5,Delhi,
28.64341174460399,77.18157494142939,industry,Light_Industry,30.0,5,Delhi,
28.62043117639276,76.97412538051977,industry,Light_Industry,30.0,5,Delhi,Anaj Mandi
28.6189842518936,76.97370260923276,industry,Light_Industry,30.0,5,Delhi,
28.55700801312257,77.27920691949363,industry,Light_Industry,30.0,5,Delhi,
28.6452228172184,77.19090374805644,industry,Light_Industry,30.0,5,Delhi,
28.612454010852485,77.07691396470517,industry,Light_Industry,30.0,5,Delhi,
28.60876267287661,77.0666172056678,industry,Light_Industry,30.0,5,Delhi,MCD Pump House
28.74660970932753,77.1318952243999,industry,Light_Industry,30.0,5,Delhi,
28.695432606492783,77.03189215464123,industry,Light_Industry,30.0,5,Delhi,DSIIDC MLM Hub
28.609029596062623,77.00542993069882,industry,Light_Industry,30.0,5,Delhi,
28.65613538071564,77.14784535656341,industry,Light_Industry,30.0,5,Delhi,
28.655216922519816,77.14950811540997,industry,Light_Industry,30.0,5,Delhi,Scooters India Ltd
28.657613483562297,77.14594680237597,industry,Light_Industry,30.0,5,Delhi,
28.671704033765227,77.07885995540447,industry,Light_Industry,30.0,5,Delhi,Jwalapuri PVC Market
28.67085103430804,77.11393894976874,industry,Light_Industry,30.0,5,Delhi,
28.700988948677967,77.1781718100131,industry,Light_Industry,30.0,5,Delhi,
28.6888735308768,77.13410144242773,industry,Light_Industry,30.0,5,Delhi,
28.522052073454496,77.16522155410496,industry,Light_Industry,30.0,5,Delhi,Bawa Potteries
28.56411014323137,77.27548666185965,industry,Light_Industry,30.0,5,Delhi,Delhi Jal Board
28.65255072719853,77.12049076361643,industry,Light_Industry,30.0,5,Delhi,
28.656152638229063,77.05293092696917,industry,Light_Industry,30.0,5,Delhi,
28.659201051045308,77.05340355021009,industry,Light_Industry,30.0,5,Delhi,
28.66011525182012,77.05357049304989,industry,Light_Industry,30.0,5,Delhi,
28.659893916379207,77.05415359841281,industry,Light_Industry,30.0,5,Delhi,
28.658317493191976,77.05324549761178,industry,Light_Industry,30.0,5,Delhi,
28.658142893878683,77.0524142300489,industry,Light_Industry,30.0,5,Delhi,
28.55099401727817,77.26949409297019,industry,Light_Industry,30.0,5,Delhi,Okhla Ph III
28.553,77.28,wte_plant,Waste_to_Energy,80.0,30,Manual_Okhla_WTE,Okhla WTE
28.677723317916936,77.20254701595893,industry,Light_Industry,30.0,5,Delhi,British Era Textile Industry
28.623121910042627,77.32370512156962,industry,Captive_Power,50.0,5,Delhi,Bio-Gas Plant
28.63735121252581,77.31552137031443,industry,Light_Industry,30.0,5,Delhi,
28.640152135550306,77.31632570444769,industry,Light_Industry,30.0,5,Delhi,
28.63968211478232,77.31575726645947,industry,Light_Industry,30.0,5,Delhi,
28.6937711821571,77.22148002041337,industry,Light_Industry,30.0,5,Delhi,
28.71257112225912,77.2237156541801,industry,Light_Industry,30.0,5,Delhi,Delhi Jal Board
28.711001011576148,77.22976756829233,industry,Light_Industry,30.0,5,Delhi,Delhi Jal Board
28.70334744596799,77.19760865397105,industry,Light_Industry,30.0,5,Delhi,MCD Workshop
28.712427494270926,77.19848588184219,industry,Light_Industry,30.0,5,Delhi,All India Radio
28.68006009770633,77.19197371497584,industry,Light_Industry,30.0,5,Delhi,
28.67812018767172,77.19325786643145,industry,Light_Industry,30.0,5,Delhi,
28.63525484295621,77.12992022619375,industry,Light_Industry,30.0,5,Delhi,Delhi Transport Corporation Mayapuri Depot
28.656804817190125,77.15570406836495,industry,Light_Industry,30.0,5,Delhi,Delhi Milk Scheme
28.71575735135389,77.11212614609157,industry,Light_Industry,30.0,5,Delhi,Rohini DTC Depot
28.61116423118339,77.3370324859637,industry,Light_Industry,30.0,5,Delhi,"Delhi Jal Board, Booster Pump station"
28.68302650036832,77.21147359965596,industry,Light_Industry,30.0,5,Delhi,
28.52460804990804,77.28976500087249,industry,Light_Industry,30.0,5,Delhi,
28.5949352393588,77.24326274335814,industry,Light_Industry,30.0,5,Delhi,
28.68705603048761,77.02307666763336,industry,Light_Industry,30.0,5,Delhi,
28.67199239957427,77.05261490283755,industry,Light_Industry,30.0,5,Delhi,
28.67609160515668,77.04241709515205,industry,Light_Industry,30.0,5,Delhi,
28.68508925050353,77.03786230104342,industry,Light_Industry,30.0,5,Delhi,Mundka Industrial Area
28.692106568761403,77.02621921200773,industry,Light_Industry,30.0,5,Delhi,
28.68108598641848,77.04945898629013,industry,Light_Industry,30.0,5,Delhi,
28.59730425224804,77.2584764074407,industry,Light_Industry,30.0,5,Delhi,
28.65266386401117,77.2117991013855,industry,Light_Industry,30.0,5,Delhi,
28.63759563433041,77.25487726329243,industry,Light_Industry,30.0,5,Delhi,Rajghat Thermal Power Station
28.642273969963835,77.25317641193604,industry,Light_Industry,30.0,5,Delhi,Rajghat Bus Depot
28.67633904349605,77.30948876181658,industry,Captive_Power,50.0,5,Delhi,BSES
28.676609716731512,77.14495014432919,industry,Light_Industry,30.0,5,Delhi,
28.69780891515956,77.30570107551327,industry,Light_Industry,30.0,5,Delhi,Nand Nagri Bus Depot
28.54380615409476,77.2328639086555,industry,Captive_Power,50.0,5,Delhi,
28.49794584827648,77.30839216864237,industry,Light_Industry,30.0,5,Delhi,Tajpur Ecopark
28.556977273903147,77.26574760008211,industry,Light_Industry,30.0,5,Delhi,Flatted Factory Complex
28.79953357545931,77.06926525964465,industry,Light_Industry,30.0,5,Delhi,Ramky Enviro Engineers Ltd (WtE)
28.797692358219887,77.06714074908953,industry,Light_Industry,30.0,5,Delhi,
28.77218415507479,77.11060727218546,industry,Light_Industry,30.0,5,Delhi,
28.78372661255532,77.12797751243542,industry,Light_Industry,30.0,5,Delhi,
28.778511929610787,77.130315220533,industry,Light_Industry,30.0,5,Delhi,
28.764121808822857,77.13336417965029,industry,Light_Industry,30.0,5,Delhi,
28.769491398697195,77.13295229874521,industry,Light_Industry,30.0,5,Delhi,
28.769030266885544,77.13117022647396,industry,Light_Industry,30.0,5,Delhi,
28.768677930334643,77.12949035389919,industry,Light_Industry,30.0,5,Delhi,
28.76959171852952,77.12621689756017,industry,Light_Industry,30.0,5,Delhi,
28.77158954058966,77.12795664941396,industry,Light_Industry,30.0,5,Delhi,
28.77348822863368,77.13555607853569,industry,Light_Industry,30.0,5,Delhi,
28.77389525555618,77.13293084807756,industry,Light_Industry,30.0,5,Delhi,
28.78053877440305,77.13741948117226,industry,Light_Industry,30.0,5,Delhi,
28.8388348921785,77.12428825355563,industry,Light_Industry,30.0,5,Delhi,
28.748754884954263,77.08545702807481,industry,Light_Industry,30.0,5,Delhi,
28.75278243081476,77.08163108537538,industry,Light_Industry,30.0,5,Delhi,
28.7483571621786,77.07560730311857,industry,Light_Industry,30.0,5,Delhi,
28.74771919832224,77.11133373589463,industry,Light_Industry,30.0,5,Delhi,
28.60877065581325,77.18075887395668,industry,Light_Industry,30.0,5,Delhi,ISRO Earth Station
28.6417482216534,77.22107383939753,industry,Captive_Power,50.0,5,Delhi,
28.64265134995459,77.22092225002795,industry,Captive_Power,50.0,5,Delhi,
28.643041958646705,77.22021950079171,industry,Captive_Power,50.0,5,Delhi,
28.642666941207395,77.2197162977861,industry,Captive_Power,50.0,5,Delhi,
28.64321292540512,77.21968376080264,industry,Captive_Power,50.0,5,Delhi,
28.64395924994848,77.22007200003137,industry,Captive_Power,50.0,5,Delhi,
28.643894598417244,77.21953821037492,industry,Captive_Power,50.0,5,Delhi,
28.8336944792164,77.12757161013987,industry,Light_Industry,30.0,5,Delhi,
28.536668915638256,77.30943857224841,industry,Light_Industry,30.0,5,Delhi,Indian Oil Madanpur Khadar Bottling Plant
28.63365340992277,77.06162809009744,industry,Light_Industry,30.0,5,Delhi,
28.61314899999197,77.03609500003145,industry,Captive_Power,50.0,5,Delhi,
28.688080031204912,77.18462482263085,industry,Light_Industry,30.0,5,Delhi,Transformer
28.678378611121964,77.19977393941028,industry,Light_Industry,30.0,5,Delhi,Birla Mill Textiles
28.52576007413685,77.28971194026094,industry,Light_Industry,30.0,5,Delhi,
28.52408671013295,77.29178077680048,industry,Light_Industry,30.0,5,Delhi,
28.52378267341892,77.29097921536727,industry,Light_Industry,30.0,5,Delhi,
28.52299485014316,77.29150525060713,industry,Light_Industry,30.0,5,Delhi,
28.52271780101984,77.29078363771022,industry,Light_Industry,30.0,5,Delhi,
28.52181115608441,77.29103984400427,industry,Light_Industry,30.0,5,Delhi,
28.52096972103415,77.29317955032464,industry,Light_Industry,30.0,5,Delhi,
28.51986693755193,77.29374155810099,industry,Light_Industry,30.0,5,Delhi,
28.6903665940446,77.24069876321869,industry,Light_Industry,30.0,5,Delhi,
28.623139498649127,77.00177942323236,industry,Light_Industry,30.0,5,Delhi,
28.622393656159872,76.99489824158172,industry,Light_Industry,30.0,5,Delhi,
28.79558218308471,77.0407443608363,industry,Light_Industry,30.0,5,Delhi,"Cluster Bus Depot (Bawana Sector - 1, Delhi)"
28.6216877388011,77.00196413776229,industry,Light_Industry,30.0,5,Delhi,
28.60820492603942,77.00547081506615,industry,Light_Industry,30.0,5,Delhi,
28.607330989162698,77.00626330139711,industry,Captive_Power,50.0,5,Delhi,
28.60822155003719,77.00611905000183,industry,Captive_Power,50.0,5,Delhi,
28.6195560632082,77.20516718625811,industry,Captive_Power,50.0,5,Delhi,
28.61904135451792,77.20473872654726,industry,Captive_Power,50.0,5,Delhi,
28.617962924321446,77.20401848528081,industry,Captive_Power,50.0,5,Delhi,
28.61924652600036,77.20568716443738,industry,Captive_Power,50.0,5,Delhi,
28.61201404999974,77.03747435000248,industry,Captive_Power,50.0,5,Delhi,
28.54549525002569,77.19416594998117,industry,Captive_Power,50.0,5,Delhi,
28.54479421323177,77.19136491892196,industry,Captive_Power,50.0,5,Delhi,
28.5447045389992,77.19238683023777,industry,Captive_Power,50.0,5,Delhi,
28.545460795166733,77.19006452072755,industry,Captive_Power,50.0,5,Delhi,
28.54358570135337,77.1961559821976,industry,Captive_Power,50.0,5,Delhi,
28.546888387188584,77.19044490509205,industry,Captive_Power,50.0,5,Delhi,
28.5470690501512,77.19099584988945,industry,Captive_Power,50.0,5,Delhi,
28.546569052739887,77.18239689823227,industry,Captive_Power,50.0,5,Delhi,
28.547626997251832,77.18303984704465,industry,Captive_Power,50.0,5,Delhi,
28.54862153102934,77.18355997632928,industry,Captive_Power,50.0,5,Delhi,
28.54933615127668,77.18419723542122,industry,Captive_Power,50.0,5,Delhi,
28.54543218718857,77.19105840509205,industry,Captive_Power,50.0,5,Delhi,
28.54552591503276,77.19160071827827,industry,Captive_Power,50.0,5,Delhi,
28.5460266706096,77.1928647789769,industry,Captive_Power,50.0,5,Delhi,
28.546249451677543,77.19350779156206,industry,Captive_Power,50.0,5,Delhi,
28.545746663063333,77.19344101317006,industry,Captive_Power,50.0,5,Delhi,
28.62618399998422,77.2170769499981,industry,Captive_Power,50.0,5,Delhi,
28.59017929842468,77.20948781144125,industry,Captive_Power,50.0,5,Delhi,
28.55545623294065,77.26145883480062,industry,Captive_Power,50.0,5,Delhi,
28.554417500024485,77.25921215008039,industry,Captive_Power,50.0,5,Delhi,
28.55021907810261,77.25681325938639,industry,Captive_Power,50.0,5,Delhi,
28.718940356023747,77.0649912925779,industry,Captive_Power,50.0,5,Delhi,
28.729318907839147,77.1717894707816,industry,Light_Industry,30.0,5,Delhi,
28.54783829919883,77.26590677426003,industry,Captive_Power,50.0,5,Delhi,
28.54779912542944,77.26502217217794,industry,Captive_Power,50.0,5,Delhi,
28.588735907251262,77.2581092465125,industry,Light_Industry,30.0,5,Delhi,Sarai Kale Khan RRTS Station
28.81019354334013,77.14411954492058,industry,Light_Industry,30.0,5,Delhi,
28.85299309523315,77.11776960325044,industry,Light_Industry,30.0,5,Delhi,
28.85477400236801,77.11359040639368,industry,Light_Industry,30.0,5,Delhi,
28.854817474526,77.10910108817316,industry,Light_Industry,30.0,5,Delhi,
28.844319498241024,77.11919044980414,industry,Light_Industry,30.0,5,Delhi,
28.723887069199296,77.20225264996726,industry,Light_Industry,30.0,5,Delhi,
28.73004821501607,77.1855519068724,industry,Light_Industry,30.0,5,Delhi,
28.725923451004046,77.17814586434433,industry,Light_Industry,30.0,5,Delhi,
28.56114059997348,77.1668228001124,industry,Light_Industry,30.0,5,Delhi,
28.73314515966382,77.16730181071149,industry,Light_Industry,30.0,5,Delhi,
28.72424406671628,77.18032797706195,industry,Light_Industry,30.0,5,Delhi,Electric Bus Depot
28.72171041320132,77.18064472662688,industry,Light_Industry,30.0,5,Delhi,
28.836944381264114,77.08775387139495,industry,Light_Industry,30.0,5,Delhi,
28.839175808212804,77.08958765478086,industry,Light_Industry,30.0,5,Delhi,
28.8127476360994,77.1140125768505,industry,Light_Industry,30.0,5,Delhi,
28.80536911832512,77.13917484374257,industry,Light_Industry,30.0,5,Delhi,
28.806921969292564,77.13564832450008,industry,Light_Industry,30.0,5,Delhi,
28.80002779808543,77.14052414389779,industry,Light_Industry,30.0,5,Delhi,
28.79182050507672,77.14148357944534,industry,Light_Industry,30.0,5,Delhi,
28.78820603093369,77.13561738854763,industry,Light_Industry,30.0,5,Delhi,
