Local Time,NO,NO2,NOX,O3,PM25,RELATIVEHUMIDITY,TEMPERATURE,WIND_DIRECTION,WIND_SPEED,PM10,SO2,CO,NH3
2025-05-07 04:00:00+05:30,5.0,20.9,0.00568,16.2,23.0,76.8,26.2,251.0,2.15,,,,
2025-05-07 05:00:00+05:30,5.73,19.3,0.0057,15.4,24.5,78.0,25.9,250.0,4.15,,,,
2025-05-07 06:00:00+05:30,3.93,17.8,0.00858,17.0,24.0,78.0,25.7,248.0,5.05,,,,
2025-05-07 07:00:00+05:30,4.63,19.5,0.0418,17.3,23.0,75.5,26.4,245.0,4.68,,,,
2025-05-07 08:00:00+05:30,6.75,27.1,0.1,20.6,25.5,70.3,28.7,243.0,5.0,,,,
2025-05-07 09:00:00+05:30,4.27,25.4,0.181,26.6,23.7,63.0,31.5,244.0,5.83,,,,
2025-05-07 11:00:00+05:30,0.3,17.1,0.253,38.7,19.0,50.0,36.4,242.0,4.43,,,,
2025-05-07 12:00:00+05:30,3.7,19.2,0.313,45.3,30.0,45.8,38.3,246.0,4.08,,,,
2025-05-07 16:00:00+05:30,0.0,0.0,,,,,,,,,,,
2025-05-07 17:00:00+05:30,1.43,5.03,0.131,46.5,14.0,38.5,38.3,263.0,5.58,,,,
2025-05-07 18:00:00+05:30,3.63,14.1,0.0243,43.0,12.0,42.7,36.1,279.0,3.93,,,,
2025-05-07 19:00:00+05:30,3.7,25.5,0.0079,36.4,17.0,50.0,33.2,242.0,2.93,,,,
2025-05-07 20:00:00+05:30,5.9,27.6,0.0055,28.0,32.0,57.0,30.3,237.0,0.5,,,,
2025-05-07 21:00:00+05:30,5.67,25.9,0.0055,26.5,26.0,58.3,29.8,241.0,0.533,,,,
2025-05-07 22:00:00+05:30,4.9,33.5,0.0056,19.9,23.7,60.8,29.4,230.0,0.8,,,,
2025-05-07 23:00:00+05:30,3.73,33.9,0.00563,20.8,24.5,61.5,29.3,231.0,0.8,,,,
2025-05-08 00:00:00+05:30,4.8,33.0,0.00553,17.3,31.0,64.3,28.4,236.0,1.13,,,,
2025-05-08 01:00:00+05:30,4.7,25.6,0.0056,19.3,24.0,66.0,28.1,233.0,0.8,,,,
2025-05-08 02:00:00+05:30,5.95,22.4,0.00558,19.4,27.0,65.8,28.2,232.0,1.1,,,,
2025-05-08 03:00:00+05:30,5.2,22.3,0.0056,14.1,26.0,71.0,26.9,231.0,0.8,,,,
2025-05-08 04:00:00+05:30,4.38,21.1,0.00563,13.3,25.0,72.0,26.6,230.0,0.825,,,,
2025-05-08 05:00:00+05:30,4.85,21.7,0.0056,12.5,24.0,73.0,26.5,229.0,1.5,,,,
2025-05-08 06:00:00+05:30,6.33,21.8,0.00657,13.9,28.7,72.3,26.4,229.0,1.17,,,,
2025-05-08 07:00:00+05:30,7.35,30.2,0.0595,17.7,36.0,67.0,28.5,230.0,2.3,,,,
2025-05-08 08:00:00+05:30,5.35,31.9,0.127,26.8,45.0,58.0,32.2,228.0,4.3,,,,
2025-05-08 10:00:00+05:30,0.0,7.33,0.225,32.3,45.0,48.3,35.7,232.0,5.67,,,,
2025-05-08 11:00:00+05:30,1.8,18.5,0.296,36.7,,44.3,37.4,234.0,7.2,,,,
2025-05-08 12:00:00+05:30,4.83,17.9,0.326,42.1,15.0,40.5,38.2,232.0,8.35,,,,
2025-05-08 13:00:00+05:30,3.97,18.4,0.317,46.0,14.5,39.0,39.3,247.0,7.67,,,,
2025-05-08 14:00:00+05:30,5.5,19.1,0.255,46.6,12.7,38.3,40.0,249.0,7.25,,,,
2025-05-08 15:00:00+05:30,5.0,19.8,0.0814,48.4,12.0,39.5,38.8,251.0,9.0,,,,
2025-05-08 18:00:00+05:30,4.0,14.1,0.0448,34.8,,41.0,38.2,276.0,5.5,,,,
2025-05-08 19:00:00+05:30,5.4,18.8,0.0085,34.5,24.0,46.8,34.1,270.0,1.9,,,,
2025-05-09 11:00:00+05:30,0.0,0.0,0.187,11.6,,45.0,38.3,285.0,3.9,,,,
2025-05-09 12:00:00+05:30,1.45,8.45,0.307,33.7,37.0,43.3,38.3,280.0,5.75,,,,
2025-05-09 13:00:00+05:30,6.43,15.8,0.292,35.7,27.5,39.5,40.5,258.0,4.75,,,,
2025-05-09 14:00:00+05:30,3.85,16.1,0.237,37.6,22.0,38.5,40.9,298.0,4.8,,,,
2025-05-09 15:00:00+05:30,6.6,13.5,0.191,39.1,18.5,39.3,40.7,286.0,5.33,,,,
2025-05-09 16:00:00+05:30,4.9,13.5,0.166,43.9,17.5,39.3,40.9,237.0,4.0,,,,
2025-05-09 17:00:00+05:30,3.73,16.0,0.101,43.6,18.0,37.8,41.4,237.0,2.0,,,,
2025-05-09 18:00:00+05:30,3.6,16.6,0.044,40.5,17.5,39.0,40.1,237.0,0.975,,,,
2025-05-09 19:00:00+05:30,3.95,25.1,0.00925,36.3,23.5,42.5,37.7,236.0,0.45,,,,
2025-05-09 20:00:00+05:30,5.08,41.1,0.0055,30.6,57.0,45.0,36.1,236.0,1.13,,,,
2025-05-09 21:00:00+05:30,5.6,39.7,0.00535,23.9,68.0,48.3,34.5,237.0,0.3,,,,
2025-05-09 22:00:00+05:30,5.18,51.2,0.0052,16.8,40.5,52.0,33.3,239.0,0.375,,,,
2025-05-09 23:00:00+05:30,5.5,49.0,0.00523,17.4,40.7,55.0,32.4,246.0,0.3,,,,
2025-05-10 00:00:00+05:30,4.43,45.5,0.00553,20.2,50.3,57.3,31.6,249.0,0.433,,,,
2025-05-10 11:00:00+05:30,0.0,0.0,0.285,20.2,,38.0,41.5,306.0,2.65,,,,
2025-05-10 12:00:00+05:30,3.83,8.58,0.167,34.9,19.0,38.3,41.0,290.0,2.15,,,,
2025-05-10 13:00:00+05:30,6.23,15.7,0.195,54.7,17.0,37.3,41.9,300.0,2.58,,,,
2025-05-10 14:00:00+05:30,3.8,21.4,0.0477,36.5,15.5,44.3,37.5,283.0,6.7,,,,
2025-05-10 15:00:00+05:30,2.6,17.1,0.0131,35.8,18.3,61.0,30.4,280.0,6.57,,,,
2025-05-10 16:00:00+05:30,3.83,19.2,0.0189,33.0,21.0,67.8,29.2,278.0,4.38,,,,
2025-05-10 17:00:00+05:30,5.38,22.1,0.108,34.2,15.0,68.5,31.0,261.0,3.25,,,,
2025-05-10 18:00:00+05:30,4.78,25.3,0.0536,36.0,14.5,64.3,32.6,236.0,2.88,,,,
2025-05-10 19:00:00+05:30,5.28,19.5,0.013,31.7,16.5,63.8,32.0,224.0,4.13,,,,
2025-05-10 20:00:00+05:30,5.28,22.6,0.00545,26.6,16.0,65.3,31.0,224.0,5.0,,,,
2025-05-10 21:00:00+05:30,5.0,17.7,0.0055,28.6,16.5,64.5,30.0,225.0,4.7,,,,
2025-05-10 22:00:00+05:30,2.68,10.8,0.00553,28.8,14.0,66.0,28.6,225.0,2.2,,,,
2025-05-10 23:00:00+05:30,5.1,18.5,0.0055,20.0,11.0,71.0,27.3,236.0,0.55,,,,
2025-05-11 00:00:00+05:30,8.33,18.0,0.00553,17.9,8.67,73.7,26.5,237.0,0.333,,,,
2025-05-11 01:00:00+05:30,5.3,15.8,0.0056,15.1,4.0,75.0,26.0,233.0,0.3,,,,
2025-05-11 02:00:00+05:30,1.73,18.8,0.0058,13.6,5.33,76.7,25.6,234.0,0.367,,,,
2025-05-11 03:00:00+05:30,2.45,21.0,0.0057,11.0,12.0,79.0,25.1,241.0,0.3,,,,
2025-05-11 04:00:00+05:30,3.9,22.0,0.0057,11.3,11.5,78.8,25.0,234.0,0.475,,,,
2025-05-11 05:00:00+05:30,4.08,22.2,0.00565,11.8,12.0,78.3,24.9,232.0,0.3,,,,
2025-05-11 06:00:00+05:30,5.6,22.8,0.00953,11.9,12.5,78.0,24.8,232.0,0.65,,,,
2025-05-11 07:00:00+05:30,9.73,40.0,0.0581,12.8,26.0,75.3,26.9,233.0,1.47,,,,
2025-05-11 08:00:00+05:30,6.88,22.7,0.128,20.5,36.0,67.5,29.7,232.0,1.3,,,,
2025-05-11 09:00:00+05:30,8.1,19.5,0.182,24.6,39.0,59.0,32.4,231.0,1.5,,,,
2025-05-11 10:00:00+05:30,0.95,1.0,0.22,19.6,,49.0,36.5,234.0,2.2,,,,
2025-05-11 11:00:00+05:30,4.1,13.7,0.275,37.6,15.0,44.8,37.8,234.0,3.18,,,,
2025-05-11 12:00:00+05:30,7.35,,0.339,41.1,15.0,40.5,39.7,235.0,4.0,,,,
2025-05-11 13:00:00+05:30,8.58,,0.303,45.2,7.0,38.3,40.7,249.0,3.75,,,,
2025-05-11 14:00:00+05:30,21.3,16.3,0.303,45.6,10.5,37.0,41.8,249.0,3.63,,,,
2025-05-11 15:00:00+05:30,3.85,16.1,0.261,46.5,9.33,34.8,42.5,244.0,4.1,,,,
2025-05-11 16:00:00+05:30,3.9,15.6,0.193,48.5,9.5,34.0,42.7,244.0,3.9,,,,
2025-05-11 17:00:00+05:30,5.37,12.6,0.122,57.4,11.3,34.3,42.4,239.0,3.23,,,,
2025-05-11 18:00:00+05:30,5.85,16.4,0.0519,60.4,12.5,35.0,41.6,238.0,1.83,,,,
2025-05-11 19:00:00+05:30,3.68,24.1,0.00893,52.5,18.7,38.5,38.9,240.0,0.675,,,,
2025-05-11 20:00:00+05:30,4.08,28.5,0.00578,38.3,34.0,41.5,35.7,241.0,5.68,,,,
2025-05-11 21:00:00+05:30,4.55,15.3,0.00608,40.1,36.0,41.3,32.8,247.0,8.78,,,,
2025-05-11 22:00:00+05:30,3.0,17.0,0.00548,37.1,25.0,42.0,32.0,242.0,5.1,,,,
2025-05-11 23:00:00+05:30,5.0,13.4,0.0054,41.2,16.5,39.0,34.1,243.0,8.65,,,,
2025-05-12 00:00:00+05:30,5.5,12.1,0.00533,39.3,13.0,38.3,34.4,252.0,2.77,,,,
2025-05-12 01:00:00+05:30,4.35,11.1,0.0054,33.0,8.0,43.5,31.5,237.0,6.05,,,,
2025-05-12 02:00:00+05:30,4.53,16.3,0.00543,30.2,13.0,45.5,30.7,236.0,4.0,,,,
2025-05-12 03:00:00+05:30,4.0,22.8,0.00543,27.2,20.5,51.0,28.9,237.0,2.1,,,,
2025-05-12 04:00:00+05:30,3.4,15.1,0.00543,26.9,23.0,54.3,28.1,220.0,1.35,,,,
2025-05-12 05:00:00+05:30,4.4,17.0,0.00545,23.0,23.0,58.0,26.9,219.0,1.28,,,,
2025-05-12 06:00:00+05:30,4.18,22.5,0.00963,22.4,25.7,57.5,27.0,219.0,2.08,,,,
2025-05-12 07:00:00+05:30,11.7,39.9,0.0358,16.4,37.5,58.0,27.6,221.0,0.6,,,,
2025-05-12 08:00:00+05:30,6.45,36.3,0.119,25.0,40.0,52.8,30.5,229.0,2.65,,,,
2025-05-12 09:00:00+05:30,6.5,31.7,0.172,32.4,36.0,47.0,33.2,230.0,2.8,,,,
2025-05-12 10:00:00+05:30,0.75,9.95,0.221,44.1,36.0,38.0,37.3,232.0,4.6,,,,
2025-05-12 11:00:00+05:30,2.8,20.7,0.275,57.3,18.0,35.0,39.3,229.0,4.0,,,,
2025-05-12 12:00:00+05:30,4.8,18.9,0.305,59.2,20.0,33.3,40.7,226.0,4.75,,,,
2025-05-12 13:00:00+05:30,5.68,21.4,0.299,64.5,25.0,32.3,42.1,227.0,5.33,,,,
2025-05-12 14:00:00+05:30,3.97,24.8,0.303,,22.7,30.7,42.6,227.0,5.7,,,,
2025-05-12 15:00:00+05:30,3.7,19.2,0.252,56.6,12.5,29.8,43.2,233.0,5.28,,,,
2025-05-12 16:00:00+05:30,4.48,14.2,0.186,57.4,12.0,29.3,43.4,231.0,4.85,,,,
2025-05-12 17:00:00+05:30,5.35,13.4,0.117,58.3,11.5,30.0,42.9,230.0,4.6,,,,
2025-05-12 18:00:00+05:30,4.57,15.4,0.044,57.9,16.7,31.7,41.5,230.0,2.17,,,,
2025-05-12 19:00:00+05:30,3.33,28.3,0.00767,46.6,28.3,35.0,38.4,231.0,0.467,,,,
2025-05-12 20:00:00+05:30,6.05,30.8,0.0055,38.9,39.5,37.5,36.5,235.0,0.7,,,,
2025-05-12 21:00:00+05:30,4.3,58.6,0.00543,24.8,47.7,38.7,35.3,244.0,0.3,,,,
2025-05-12 22:00:00+05:30,4.8,39.7,0.00533,29.0,47.0,38.7,34.5,239.0,0.3,,,,
2025-05-12 23:00:00+05:30,4.63,56.1,0.00537,21.9,51.0,41.3,34.0,237.0,4.1,,,,
2025-05-13 00:00:00+05:30,5.25,32.7,0.0054,23.6,54.0,43.0,33.8,237.0,6.75,,,,
2025-05-13 01:00:00+05:30,4.15,15.1,0.00545,25.8,33.0,44.0,31.7,235.0,0.45,,,,
2025-05-13 02:00:00+05:30,5.13,13.1,0.00543,23.4,28.5,45.3,31.1,235.0,0.875,,,,
2025-05-13 03:00:00+05:30,4.9,21.1,0.00543,17.4,26.0,49.3,29.8,237.0,2.63,,,,
2025-05-13 04:00:00+05:30,4.97,27.9,0.00543,16.7,32.3,49.7,29.3,236.0,1.1,,,,
2025-05-13 05:00:00+05:30,4.38,25.7,0.00543,17.1,41.5,49.8,29.3,237.0,0.85,,,,
2025-05-13 06:00:00+05:30,4.88,23.1,0.00775,17.8,40.5,50.5,29.0,237.0,0.4,,,,
2025-05-13 07:00:00+05:30,5.8,30.5,0.053,18.2,45.0,49.3,30.0,239.0,0.375,,,,
2025-05-13 08:00:00+05:30,6.35,21.7,0.0772,24.2,44.5,45.3,33.4,240.0,1.75,,,,
2025-05-13 09:00:00+05:30,5.5,17.7,0.0756,29.5,38.0,42.0,34.6,239.0,3.3,,,,
2025-05-13 10:00:00+05:30,2.83,13.7,0.261,29.8,38.0,39.3,37.8,239.0,5.3,,,,
2025-05-13 11:00:00+05:30,,,0.29,36.4,,38.0,39.5,243.0,5.7,,,,
2025-05-13 12:00:00+05:30,5.3,20.1,0.316,41.2,14.0,36.0,41.7,247.0,6.6,,,,
2025-05-13 13:00:00+05:30,4.18,17.0,0.293,46.7,13.5,34.5,43.0,250.0,4.75,,,,
2025-05-13 14:00:00+05:30,4.88,18.4,0.279,55.8,17.7,33.8,43.9,250.0,4.65,,,,
2025-05-13 15:00:00+05:30,3.93,16.2,0.137,57.9,23.5,34.3,43.7,249.0,3.68,,,,
2025-05-13 16:00:00+05:30,5.0,23.9,0.0809,41.2,27.0,34.0,38.7,234.0,9.5,,,,
2025-05-13 17:00:00+05:30,4.38,10.7,0.039,37.5,16.5,36.3,37.0,230.0,3.68,,,,
2025-05-13 18:00:00+05:30,3.2,16.9,0.00613,28.6,18.5,60.3,28.0,209.0,15.3,,,,
2025-05-13 22:00:00+05:30,0.05,0.0,0.00573,17.3,31.0,54.3,29.6,128.0,6.07,,,,
2025-05-13 23:00:00+05:30,4.13,46.4,0.0056,13.3,5.0,56.0,29.0,95.7,3.37,,,,
2025-05-14 00:00:00+05:30,4.8,43.1,0.00557,13.1,6.0,55.7,29.0,86.3,2.5,,,,
2025-05-14 01:00:00+05:30,5.55,39.8,0.00555,12.5,7.0,56.5,28.5,46.0,3.5,,,,
2025-05-14 02:00:00+05:30,6.38,28.5,0.00553,15.6,11.0,56.0,28.5,45.5,2.88,,,,
2025-05-14 03:00:00+05:30,6.08,22.5,0.00553,15.6,18.0,59.5,27.2,49.0,1.48,,,,
2025-05-14 04:00:00+05:30,6.77,23.8,0.00553,10.5,19.0,65.3,26.1,54.7,1.37,,,,
2025-05-14 05:00:00+05:30,4.85,29.6,0.0056,6.95,15.0,70.5,25.1,62.0,0.6,,,,
2025-05-14 06:00:00+05:30,7.53,30.6,0.0092,7.2,14.0,71.0,25.0,48.0,0.425,,,,
2025-05-14 07:00:00+05:30,9.38,31.1,0.0431,9.15,17.0,67.0,26.9,33.0,0.7,,,,
2025-05-14 08:00:00+05:30,8.08,33.6,0.104,15.7,29.0,59.0,30.8,32.0,1.1,,,,
2025-05-14 09:00:00+05:30,7.1,25.5,0.154,24.3,37.0,49.5,33.6,32.5,2.1,,,,
2025-05-14 10:00:00+05:30,0.0,16.5,0.202,22.1,,45.0,36.5,40.0,3.5,,,,
2025-05-14 11:00:00+05:30,7.4,25.6,0.223,33.6,19.0,43.8,37.7,44.3,3.08,,,,
2025-05-14 12:00:00+05:30,3.38,28.3,0.26,43.0,19.7,41.5,39.8,52.5,2.43,,,,
2025-05-14 13:00:00+05:30,5.38,23.4,0.304,50.5,22.0,39.3,40.7,45.5,3.43,,,,
2025-05-14 14:00:00+05:30,5.25,22.1,0.289,55.2,23.5,37.8,42.1,36.3,3.3,,,,
2025-05-14 15:00:00+05:30,4.03,23.7,0.249,61.2,22.5,36.0,43.8,78.3,2.73,,,,
2025-05-14 16:00:00+05:30,4.83,19.8,0.171,60.4,18.7,34.0,44.8,31.0,2.77,,,,
2025-05-14 17:00:00+05:30,3.9,19.3,0.117,62.6,23.0,34.8,44.1,67.0,2.9,,,,
2025-05-14 18:00:00+05:30,6.33,19.2,0.0487,60.0,29.0,36.0,43.0,75.3,1.0,,,,
2025-05-14 19:00:00+05:30,4.58,30.5,0.0094,46.8,34.5,40.3,40.1,84.3,0.3,,,,
2025-05-14 20:00:00+05:30,4.03,39.3,0.0055,35.8,41.3,43.8,37.9,71.5,0.575,,,,
2025-05-14 21:00:00+05:30,4.93,61.2,0.00545,26.5,56.5,46.0,36.8,81.3,1.63,,,,
2025-05-14 22:00:00+05:30,5.33,60.6,0.0055,17.3,68.7,54.0,34.5,83.0,1.47,,,,
2025-05-14 23:00:00+05:30,4.43,38.6,0.00543,23.6,96.0,43.8,35.0,102.0,4.63,,,,
2025-05-15 00:00:00+05:30,4.5,21.3,0.00533,21.8,185.0,41.7,33.7,81.7,3.07,,,,
2025-05-15 01:00:00+05:30,3.15,23.6,0.0054,14.6,323.0,46.5,31.0,81.5,2.25,,,,
2025-05-15 02:00:00+05:30,5.6,22.1,0.00543,12.9,353.0,48.5,30.2,76.3,1.18,,,,
2025-05-15 03:00:00+05:30,4.83,27.2,0.0054,10.8,407.0,50.5,29.1,79.8,2.63,,,,
2025-05-15 04:00:00+05:30,6.13,25.3,0.0054,11.8,417.0,48.3,29.5,79.3,2.17,,,,
2025-05-15 05:00:00+05:30,7.13,20.0,0.0054,14.1,385.0,48.5,29.1,76.3,1.45,,,,
2025-05-15 06:00:00+05:30,4.6,22.5,0.00823,12.5,345.0,50.5,28.3,72.5,1.68,,,,
2025-05-15 07:00:00+05:30,9.58,38.1,0.0355,9.18,329.0,50.3,29.2,76.3,1.78,,,,
2025-05-15 08:00:00+05:30,10.5,34.3,0.0858,13.8,306.0,47.3,31.6,67.8,2.9,,,,
2025-05-15 09:00:00+05:30,7.55,31.1,0.131,20.8,,42.5,34.1,67.0,3.45,,,,
2025-05-15 12:00:00+05:30,3.7,20.6,0.254,45.5,82.0,33.0,41.0,85.0,4.98,,,,
2025-05-15 13:00:00+05:30,,,0.295,54.1,58.0,30.5,43.2,82.0,4.9,,,,
2025-05-15 14:00:00+05:30,7.6,19.1,0.269,,53.5,29.8,44.5,81.0,4.35,,,,
2025-05-15 15:00:00+05:30,4.83,21.6,0.222,,53.0,29.0,45.8,84.0,3.73,,,,
2025-05-15 16:00:00+05:30,4.38,20.4,0.175,,64.0,28.8,46.1,83.5,3.43,,,,
2025-05-15 17:00:00+05:30,4.3,23.8,0.117,200.0,60.7,29.0,45.8,84.0,2.93,,,,
2025-05-15 18:00:00+05:30,4.98,27.7,0.0462,45.6,61.5,31.5,43.7,83.3,1.65,,,,
2025-05-15 19:00:00+05:30,0.6,74.3,0.00747,31.2,69.0,33.0,40.8,79.3,2.07,,,,
2025-05-15 20:00:00+05:30,4.3,83.6,0.0055,25.2,83.0,34.5,39.4,89.0,1.9,,,,
2025-05-15 21:00:00+05:30,5.98,99.9,0.00545,18.8,83.7,36.0,37.8,86.3,0.85,,,,
2025-05-15 22:00:00+05:30,4.0,97.1,0.00545,14.9,87.0,36.8,36.6,76.0,0.375,,,,
2025-05-15 23:00:00+05:30,7.05,116.0,0.00548,10.8,83.5,37.8,36.0,73.8,0.425,,,,
2025-05-16 00:00:00+05:30,7.87,114.0,0.00553,8.13,78.3,39.3,35.6,77.7,0.833,,,,
2025-05-16 01:00:00+05:30,7.1,90.4,0.00555,7.8,75.0,43.0,34.1,76.0,0.3,,,,
2025-05-16 02:00:00+05:30,5.75,77.1,0.00553,9.5,75.5,46.0,33.3,89.5,2.7,,,,
2025-05-16 03:00:00+05:30,4.8,37.6,0.00553,20.4,68.0,44.8,32.7,87.0,5.35,,,,
2025-05-16 04:00:00+05:30,6.2,27.4,0.00557,26.0,47.3,44.0,31.8,88.3,2.73,,,,
2025-05-16 05:00:00+05:30,4.78,26.3,0.00553,23.9,35.5,46.3,30.6,86.8,1.28,,,,
2025-05-16 06:00:00+05:30,4.4,39.1,0.00863,18.8,29.7,50.0,29.6,88.8,1.0,,,,
2025-05-16 07:00:00+05:30,6.78,41.2,0.0454,17.9,34.5,49.3,30.9,93.5,1.98,,,,
2025-05-16 08:00:00+05:30,5.48,35.1,0.0868,23.6,35.5,43.5,34.4,92.3,2.38,,,,
2025-05-16 09:00:00+05:30,6.37,45.9,0.166,28.0,31.0,39.3,37.9,94.0,1.93,,,,
2025-05-16 10:00:00+05:30,6.57,37.2,0.196,42.3,31.0,34.3,42.0,101.0,2.2,,,,
2025-05-16 11:00:00+05:30,4.2,41.2,0.213,60.1,59.0,32.8,43.7,104.0,3.0,,,,
2025-05-16 12:00:00+05:30,2.55,42.9,0.232,64.9,54.3,31.0,45.2,104.0,3.43,,,,
2025-05-16 13:00:00+05:30,4.95,38.4,0.282,62.1,53.5,31.0,45.4,99.5,4.88,,,,
2025-05-16 14:00:00+05:30,6.48,37.2,0.257,41.8,41.0,35.3,42.6,99.0,12.1,,,,
2025-05-16 15:00:00+05:30,5.05,29.5,0.232,48.8,25.0,35.8,42.7,99.8,9.4,,,,
2025-05-16 16:00:00+05:30,6.38,24.8,0.122,54.1,22.5,36.0,42.3,97.8,7.93,,,,
2025-05-16 17:00:00+05:30,6.33,19.3,0.019,48.7,27.3,36.8,40.6,98.3,4.48,,,,
2025-05-16 18:00:00+05:30,6.23,19.0,0.0388,35.9,37.0,43.0,35.0,47.3,6.33,,,,
2025-05-16 19:00:00+05:30,4.65,19.5,0.0179,31.2,25.5,40.3,35.5,56.3,2.75,,,,
2025-05-16 20:00:00+05:30,5.38,31.1,0.0056,23.6,8.0,45.3,33.4,70.8,2.98,,,,
2025-05-16 21:00:00+05:30,5.65,45.8,0.0055,21.0,17.5,43.0,33.0,76.5,2.58,,,,
2025-05-16 22:00:00+05:30,5.03,62.2,0.00553,15.6,32.5,44.8,32.5,79.0,2.43,,,,
2025-05-16 23:00:00+05:30,4.85,45.4,0.00553,15.9,36.0,50.8,30.6,78.0,1.2,,,,
2025-05-17 00:00:00+05:30,4.5,53.6,0.0055,13.4,32.3,52.3,30.3,80.3,0.767,,,,
2025-05-17 01:00:00+05:30,6.35,101.0,0.0055,9.3,39.0,48.5,31.6,75.5,4.55,,,,
2025-05-17 02:00:00+05:30,13.6,120.0,0.0055,5.98,42.3,51.8,30.5,74.3,1.93,,,,
2025-05-17 03:00:00+05:30,10.5,109.0,0.0055,5.88,44.0,55.3,29.3,74.3,3.2,,,,
2025-05-17 04:00:00+05:30,7.87,79.2,0.0055,6.9,32.0,58.0,28.3,68.7,4.47,,,,
2025-05-17 05:00:00+05:30,6.63,58.6,0.0055,8.83,34.7,55.5,28.5,72.3,4.73,,,,
2025-05-17 06:00:00+05:30,6.78,53.1,0.00765,8.95,39.0,58.8,27.8,82.8,2.38,,,,
2025-05-17 07:00:00+05:30,9.57,47.6,0.0268,10.2,37.3,59.7,28.2,68.7,3.43,,,,
2025-05-17 08:00:00+05:30,7.45,40.6,0.0218,16.8,40.0,56.3,29.8,70.8,6.75,,,,
2025-05-17 09:00:00+05:30,4.97,22.7,0.0148,23.9,36.0,57.3,28.8,87.7,3.37,,,,
2025-05-17 10:00:00+05:30,12.7,31.8,0.199,19.2,22.0,48.5,35.3,87.0,6.85,,,,
2025-05-17 11:00:00+05:30,3.1,31.5,0.181,31.7,,41.0,39.5,73.5,3.65,,,,
2025-05-17 12:00:00+05:30,3.78,25.1,0.297,42.9,60.0,34.5,42.1,69.5,3.18,,,,
2025-05-17 13:00:00+05:30,5.13,23.1,0.307,46.2,52.0,33.3,43.0,73.5,3.63,,,,
2025-05-17 14:00:00+05:30,5.18,28.0,0.283,51.7,36.0,33.5,44.1,78.5,4.2,,,,
2025-05-17 15:00:00+05:30,4.3,28.5,0.244,54.4,34.5,33.3,44.9,77.0,4.83,,,,
2025-05-17 16:00:00+05:30,5.2,25.9,0.187,47.9,42.0,32.5,45.2,73.8,3.15,,,,
2025-05-17 17:00:00+05:30,5.1,22.1,0.133,35.5,31.0,31.3,45.1,79.0,1.93,,,,
2025-05-17 18:00:00+05:30,4.93,19.4,0.0349,35.7,20.0,33.0,41.2,80.8,2.78,,,,
2025-05-17 19:00:00+05:30,6.6,28.6,0.0138,28.0,21.0,36.0,39.1,79.3,3.37,,,,
2025-05-17 20:00:00+05:30,3.3,62.3,0.0056,20.2,22.0,43.0,35.9,81.8,8.63,,,,
2025-05-17 21:00:00+05:30,5.3,57.7,0.00553,19.9,19.5,47.0,33.9,81.3,5.85,,,,
2025-05-17 22:00:00+05:30,4.9,56.5,0.0055,17.6,16.0,48.5,33.0,83.5,1.98,,,,
2025-05-17 23:00:00+05:30,6.93,58.8,0.00553,12.8,19.0,53.3,31.5,88.0,1.28,,,,
2025-05-18 00:00:00+05:30,5.05,68.1,0.00555,9.5,23.0,58.0,30.5,90.0,0.9,,,,
2025-05-18 01:00:00+05:30,6.95,64.6,0.0056,9.7,26.0,57.5,30.4,82.0,0.7,,,,
2025-05-18 02:00:00+05:30,4.98,63.7,0.00555,7.78,22.5,62.3,29.3,82.8,2.1,,,,
2025-05-18 03:00:00+05:30,6.78,58.3,0.00553,8.33,25.0,62.5,29.0,84.3,2.45,,,,
2025-05-18 04:00:00+05:30,6.48,47.1,0.00553,8.93,31.0,63.5,28.5,59.5,3.8,,,,
2025-05-18 05:00:00+05:30,6.35,36.9,0.00553,9.75,28.5,64.0,28.1,75.5,5.3,,,,
2025-05-18 06:00:00+05:30,4.97,29.9,0.0119,11.8,23.7,64.3,27.8,68.0,3.53,,,,
2025-05-18 07:00:00+05:30,6.43,28.6,0.049,13.1,21.5,61.0,29.3,65.3,3.25,,,,
2025-05-18 08:00:00+05:30,6.65,28.6,0.109,16.0,19.0,55.3,32.1,71.0,3.78,,,,
2025-05-18 09:00:00+05:30,7.3,35.3,0.151,20.1,19.0,52.0,33.9,73.0,4.3,,,,
2025-05-18 10:00:00+05:30,4.4,23.1,0.242,18.8,19.0,47.0,37.8,84.7,4.13,,,,
2025-05-18 11:00:00+05:30,2.7,28.3,0.276,33.8,25.0,43.8,39.1,72.5,5.03,,,,
2025-05-18 12:00:00+05:30,4.08,27.3,0.3,43.5,25.0,40.0,41.2,78.5,4.18,,,,
2025-05-18 13:00:00+05:30,4.45,27.1,0.296,48.9,27.5,37.3,43.4,92.8,3.2,,,,
2025-05-18 14:00:00+05:30,4.23,26.5,0.287,47.4,28.7,34.8,44.3,102.0,3.28,,,,
2025-05-18 15:00:00+05:30,5.53,24.6,0.251,48.2,23.5,34.0,44.7,110.0,3.8,,,,
2025-05-18 16:00:00+05:30,5.48,20.2,0.182,47.5,23.0,34.5,44.3,116.0,4.78,,,,
2025-05-18 17:00:00+05:30,5.2,18.7,0.0971,49.4,26.0,35.5,43.7,126.0,4.6,,,,
2025-05-18 18:00:00+05:30,3.6,21.2,0.0508,47.2,25.0,39.3,42.1,143.0,4.75,,,,
2025-05-18 19:00:00+05:30,4.88,24.1,0.0115,38.8,27.5,43.5,40.1,122.0,3.4,,,,
